,Title,Synopsis,Subject,ISBN
631,"Why Nations Fail: The Origins of Power, Prosperity and Poverty (Paperback)",[],business-finance-law,9781846684302
632,"Zero to One: Notes on Start Ups, or How to Build the Future (Paperback)","[<p>WHAT VALUABLE COMPANY IS NOBODY BUILDING?<br/><br/>The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. If you are copying these guys, you aren't learning from them. It's easier to copy a model than to make something new: doing what we already know how to do takes the world from 1 to <i>n</i>, adding more of something familiar. Every new creation goes from 0 to 1. This book is about how to get there.<br/><br/>'Peter Thiel has built multiple breakthrough companies, and <i>Zero to One </i>shows how.'<br/>ELON MUSK, CEO of SpaceX and Tesla<br/><br/>'This book delivers completely new and refreshing ideas on how to create value in the world.'<br/>MARK ZUCKERBERG, CEO of Facebook<br/><br/>'When a risk taker writes a book, read it. In the case of Peter Thiel, read it twice. Or, to be safe, three times. This is a classic.'<br/>NASSIM NICHOLAS TALEB, author of <i>The Black Swan</i></p>]",business-finance-law,9780753555200
633,We Are Bellingcat: An Intelligence Agency for the People (Hardback),"[<p>How did a collective of self-taught internet sleuths end up solving some of the biggest crimes of our time?</p>, <p>Bellingcat, the home-grown investigative unit, is redefining the way we think about news, politics and the digital future. Here, their founder - a high-school dropout on a kitchen laptop - tells the story of how they created a whole new category of information-gathering, galvanising citizen journalists across the globe to expose war crimes and pick apart disinformation, using just their computers.</p>, <p>From the downing of Malaysia Flight 17 over the Ukraine to the sourcing of weapons in the Syrian Civil War and the identification of the Salisbury poisoners, <em>We Are Bellingcat</em> digs deep into some of Bellingcat's most successful investigations. It explores the most cutting-edge tools for analysing data, from virtual-reality software that can build photorealistic 3D models of a crime scene, to apps that can identify exactly what time of day a photograph was taken.</p>, <p>In our age of uncertain truths, Bellingcat is what the world needs right now - an intelligence agency by the people, for the people.</p>]",business-finance-law,9781526615756
634,Fall: The Mystery of Robert Maxwell (Hardback),"[<p>From the bestselling author of <a href=""/book/a-very-english-scandal/john-preston/9780241973745""><em>A Very English Scandal</em>, </a>the jaw-dropping life story of the notorious business tycoon Robert Maxwell.</p>, <p>In February 1991, the media mogul and former MP Robert Maxwell made a triumphant entrance into Manhattan harbour aboard his yacht, the <em>Lady Ghislaine</em>, to complete his purchase of the ailing <em>New York Daily News</em>. Crowds lined the quayside to watch his arrival, taxi drivers stopped their cabs to shake his hand and children asked for his autograph. But just ten months later, Maxwell disappeared from the same yacht off the Canary Islands, only to be found dead in the water soon afterward.</p>, <p>Maxwell was the embodiment of Britain's post-war boom. Born an Orthodox Jew, he had escaped the Nazi occupation of Czechoslovakia, fought in World War 2, and was decorated for his heroism with the Military Cross. He went on to become a Labour MP and an astonishingly successful businessman, owning a number of newspapers and publishing companies. But on his death, his empire fell apart, as long-hidden debts and unscrupulous dealings came to light. Within a few days, Maxwell was being reviled as the embodiment of greed and corruption. No one had ever fallen so far and so quickly.</p>, <p>What went so wrong? How did a war hero and model of society become reduced to a bloated, amoral wreck? In this gripping book, John Preston delivers the definitive account of Maxwell's extraordinary rise and scandalous fall.</p>]",business-finance-law,9780241388679
635,The Art of War: The Ancient Classic - Capstone Classics (Hardback),[],business-finance-law,9780857080097
636,The Art of Statistics: Learning from Data - Pelican Books (Paperback),"[<p>Statistics has played a leading role in our scientific understanding of the world for centuries, yet we are all familiar with the way statistical claims can be sensationalised, particularly in the media. In the age of big data, as data science becomes established as a discipline, a basic grasp of statistical literacy is more important than ever.</p>, <p>In <i>The Art of Statistics</i>, David Spiegelhalter guides the reader through the essential principles we need in order to derive knowledge from data. Drawing on real world problems to introduce conceptual issues, he shows us how statistics can help us determine the luckiest passenger on the Titanic, whether serial killer Harold Shipman could have been caught earlier, and if screening for ovarian cancer is beneficial.</p>, <p>How many trees are there on the planet? Do busier hospitals have higher survival rates? Why do old men have big ears? Spiegelhalter reveals the answers to these and many other questions - questions that can only be addressed using statistical science.</p>]",business-finance-law,9780241258767
637,Murder: The Biography (Hardback),"[<p>Totally gripping and brilliantly told, <em>Murder: The Biography</em> is a gruesome and utterly captivating portrait of the legal history of murder.</p>, <p>The stories and the people involved in the history of murder are stranger, darker and more compulsive than any crime fiction.</p>, <p>There's Richard Parker, the cannibalized cabin boy whose death at the hands of his hungry crewmates led the Victorian courts to decisively outlaw a defence of necessity to murder. Dr Percy Bateman, the incompetent GP whose violent disregard for his patient changed the law on manslaughter. Ruth Ellis, the last woman hanged in England in the 1950s, played a crucial role in changes to the law around provocation in murder cases. And Archibald Kinloch, the deranged Scottish aristocrat whose fratricidal frenzy paved the way for the defence of diminished responsibility. These, and many more, are the people - victims, killers, lawyers and judges, who unwittingly shaped the history of that most grisly and storied of laws.</p>, <p>Join lawyer and writer Kate Morgan on a dark and macabre journey as she explores the strange stories and mysterious cases that have contributed to UK murder law. The big corporate killers; the vengeful spouses; the sloppy doctors; the abused partners; the shoddy employers; each story a crime and each crime a precedent that has contributed to the law's dark, murky and, at times, shocking standing.</p>]",business-finance-law,9780008407339
638,"The $100 Startup: Fire Your Boss, Do What You Love and Work Better To Live More (Paperback)","[<p><b>Change your job to change your life.</b><br/><br/> You no longer need to work nine-to-five in a big company to pay the mortgage, send your kids to school and afford that yearly holiday. You can quit the rat race and start up on your own - and you don't need an MBA or a huge investment to do it.<br/><br/> <i>The $100 Startup</i> by Chris Guillebeau is your manual to a new way of living. Learn how to:<br/><br/> - Earn a good living on your own terms, when and where you want<br/><br/> - Achieve that perfect blend of passion and income to make work something you love<br/><br/> - Take crucial insights from 50 ordinary people who started a business with $100 or less<br/><br/> - Spend less time working and more time living your life</p>]",business-finance-law,9781447286318
639,Talking to My Daughter: A Brief History of Capitalism (Paperback),"[<p><strong><a href=""https://www.waterstones.com/campaign/books-of-the-month#non-fiction"">Waterstones Non-Fiction Book of the Month</a> for March 2019</strong></p>, <p>'Why is there so much inequality?' Xenia asks her father, the world-famous economist Yanis Varoufakis.</p>, <p>Drawing on memories of her childhood and a variety of well-known tales - from Oedipus and Faust to<em> Frankenstein</em> and <em>The Matrix</em> - Varoufakis explains everything you need to know in order to understand why economics is the most important drama of our times.</p>, <p>In answering his daughter's deceptively simple questions, Varoufakis disentangles our troubling world with remarkable clarity, while inspiring us to make it a better one. </p>]",business-finance-law,9781784705756
640,Blockchain Revolution: How the Technology Behind Bitcoin and Other Cryptocurrencies is Changing the World (Paperback),"[<p><b>'This book has had an enormous impact' <br/></b>Satya Nadella, CEO, Microsoft<br/><br/><b>'Spectacular. Mind-blowing in its expansiveness and profundity' <br/></b>Steve Wozniak, co-founder of Apple<br/><br/>'<b>Iconic</b>' <br/>Clay Christensen, author of The Innovator's Dilemma<br/><br/><b>Cryptocurrencies are changing the world. They grant everyday people the power to invest, disrupt the world order and contribute towards a better future.<br/></b><br/>Blockchain is the ingeniously simple technology that powers cryptos. It is a public ledger to which everyone has access, but which no single person or institution controls. It allows for companies and individuals to collaborate with an unprecedented degree of trust and transparency. It is cryptographically secure, but fundamentally open. And it is everywhere.<br/><br/>In <i>Blockchain Revolution</i>, Don and Alex Tapscott reveal:<br/><br/>* how this game-changing technology is re-shaping the global economy<br/>* how it is improving everything from healthcare records to online voting<br/>* how people everywhere are using it to side-step institutional barriers and take control of their future<br/><br/>Brilliantly researched and highly accessible, this is the essential text on this major paradigm shift. Read it, or be left behind.</p>]",business-finance-law,9780241237861
641,The Organized Mind: Thinking Straight in the Age of Information Overload (Paperback),"[<p><b>In<i> The Organized Mind</i>, <i>New York Times</i> and <i>Sunday Times</i> bestselling a</b><b>uthor and neuroscientist Daniel Levitin offers solutions for the problems of information overload.</b><br/><b>___________________________________________________</b><br/> <b>Overwhelmed by demands on your time? Baffled by the sheer volume of data?</b><br/>You're not alone. Even the smartest mind can't beat the organized mind - when we're unable to make sense of it all, our creativity plummets, our decision making suffers and we grow absent-minded. Nowadays, we drown under emails, forever juggle six tasks at once and try to make complex decisions ever more quickly. This is information overload.<br/><br/> Using a combination of academic research and examples from daily life, Daniel Levitin explains how to take back control of your life, from healthcare to online dating to raising kids, showing that the secret to success is always organization. You'll discover life-changing facts about:<br/><br/> - How to make the most of your brain's daily processing limit<br/> - Why pressing Send or clicking Like are addictive<br/> - Why daydreaming is your brain at its most productive <br/> - What the most successful people keep in their drawer<br/> - Why multitasking is a bad way to do nearly everything<br/><br/> In a world where information is power, <i>The Organized Mind </i>holds the key to harnessing that information and making it work for you.</p>]",business-finance-law,9780241965788
642,Think Like An Engineer: Inside the Minds that are Changing our Lives (Paperback),"[<p>Dubai's Burj Khalifa - the world's tallest building - looks nothing like Microsoft's Office Suite, and digital surround sound doesn't work like a citywide telecommunication grid. Yet these engineering feats are all the result of a unique thinking process combining abstract and structured thinking, common sense and creativity.</p>, <p>In this groundbreaking new work, Guru Madhavan reveals the extraordinary influence of engineering on society. Drawing on a cast of star engineers like Steve Jobs, the Wright brothers and Thomas Edison, Madhavan explores this mindset and shows how to apply it to life and business in areas as varied as traffic congestion, healthcare and filmmaking. Think Like an Engineer demonstrates how key engineering concepts can help you solve problems, make better decisions and innovate in a complex world.</p>]",business-finance-law,9781780748641
643,23 Things They Don't Tell You About Capitalism (Paperback),"[<p><b>Ha-Joon Chang's <i>23 Things They Don't Tell You About Capitalism </i>turns received economic wisdom on its head to show you how the world <i>really </i>works. </b><br/><br/>  In this revelatory book, Ha-Joon Chang destroys the biggest myths of our times and shows us an alternative view of the world, including: <br/><br/>There's no such thing as a 'free' market<br/>Globalization isn't making the world richer<br/>We don't live in a digital world - the washing machine has changed lives more than the internet<br/>Poor countries are more entrepreneurial than rich ones<br/>Higher paid managers don't produce better results<br/><br/>  We don't have to accept things as they are any longer. Ha-Joon Chang is here to show us there's a better way. <br/><br/>  'Lively, accessible and provocative ... read this book' - <i>Sunday Times</i><br/><br/>  'A witty and timely debunking of some of the biggest myths surrounding the global economy' - <i>Observer</i><br/><br/>  'The new kid on the economics block ... Chang's iconoclastic attitude has won him fans' - <i>Independent on Sunday</i><br/><br/>  'Lucid ... audacious ... increasingly influential ... will provoke physical symptoms of revulsion if you are in any way involved in high finance' - <i>Guardian</i><br/><br/>  'Important ... persuasive ... an engaging case for a more caring era of globalization' - <i>Financial Times</i><br/><br/>  'A must-read ... incisive and entertaining' - <i>New Statesman </i>Books of the Year<br/><br/><b>Ha-Joon Chang </b>is a Reader in the Political Economy of Development at the University of Cambridge. He is author of <i>Kicking Away the Ladder: Development Strategy in Historical Perspective</i>, which won the 2003 Gunnar Myrdal Prize, and <i>Bad Samaritans: Rich Nations, Poor Policies and the Threat to the Developing World</i>. Since the beginning of the 2008 economic crisis, he has been a regular contributor to the <i>Guardian</i>, and a vocal critic of the failures of our economic system.</p>]",business-finance-law,9780141047973
644,How Democracies Die: What History Reveals About Our Future (Paperback),"[<p>How does a democracy die?</p>, <p>What can we do to save our own?</p>, <p>What lessons does history teach us?</p>, <p>In the 21st century democracy is threatened like never before. Drawing insightful lessons from across history - from Pinochet's murderous Chilean regime to Erdogan's quiet dismantling in Turkey - Levitsky and Ziblatt explain why democracies fail, how leaders like Trump subvert them today and what each of us can do to protect our democratic rights.</p>]",business-finance-law,9780241381359
645,The Rule of Law (Paperback),[],business-finance-law,9780141034539
646,Permanent Record (Paperback),"[<p><b>The<i> Sunday Times</i> top ten bestseller.</b><br/><br/><b>Edward Snowden, the man who risked everything to expose the US government's system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.</b><br/><br/>In 2013, twenty-nine-year-old Edward Snowden shocked the world when he broke with the American intelligence establishment and revealed that the United States government was secretly pursuing the means to collect every single phone call, text message, and email. The result would be an unprecedented system of mass surveillance with the ability to pry into the private lives of every person on earth. Six years later, Snowden reveals for the very first time how he helped to build this system and why he was moved to expose it.<br/><br/>Spanning the bucolic Beltway suburbs of his childhood and the clandestine CIA and NSA postings of his adulthood, <i>Permanent Record </i>is the extraordinary account of a bright young man who grew up online - a man who became a spy, a whistleblower, and, in exile, the Internet's conscience. Written with wit, grace, passion, and an unflinching candor, <i>Permanent Record </i>is a crucial memoir of our digital age and destined to be a classic.</p>]",business-finance-law,9781529035698
647,"The Mixer: The Story of Premier League Tactics, from Route One to False Nines (Paperback)","[<p>An absolutely essential book for every modern football fan, about the development of Premier League tactics, published to coincide with 25 years of the competition.</p>, <p>Back in 1992, English football was stuck in the dark ages, emerging from a five-year ban from European competition. The game was physical, bruising and attritional, based on strength over speed, aggression over finesse. It was the era of the midfield general, reducers, big men up front and getting it in the mixer; 4-4-2 was the order of the day. Few teams experimented tactically.</p>, <p>And then, almost overnight, it all changed. The creation of the Premier League coincided with one of the most seismic rule changes in football history: the abolition of the back-pass. Suddenly defenders had no-get-out-of-jail-free card, goalkeepers had to be able to field and play the ball and the pace of the game quickened immeasurably. Tactics evolved dramatically, helped by an increased foreign influence.</p>, <p><em>The Mixer</em> is the first book to delve deep into the tactical story of the Premier League, and take a long view of how the game has developed over the last quarter century. From Ferguson's directness to Keegan's relentlessly attacking Newcastle outfit, to Mourinho's cagey, reactive Chelsea, all the way to Ranieri's counter-attacking champions, <em>The Mixer</em> is one of the most entertaining, rich and knowledgeable football books ever written.</p>]",business-finance-law,9780008215552
648,Never Split the Difference: Negotiating as if Your Life Depended on It (Paperback),"[<p><b>THE HUGE INTERNATIONAL BESTSELLER</b><br/><br/><b>A former FBI hostage negotiator offers a new, field-tested approach to negotiating - effective in any situation. </b><br/><br/><b>'Riveting</b><b>' </b>Adam Grant<br/><b>'S</b><b>tupendous</b><b>'</b> <i>The Week</i><br/><b>'</b><b>Brilliant' </b><i>Guardian</i><br/><i>____________________________</i><br/>After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a kidnapping negotiator brought him face-to-face with bank robbers, gang leaders and terrorists. <i>Never Split the Difference</i> takes you inside his world of high-stakes negotiations, revealing the nine key principles that helped Voss and his colleagues succeed when it mattered the most - when people's lives were at stake. <br/><br/>Rooted in the real-life experiences of an intelligence professional at the top of his game, <i>Never Split the Difference</i> will give you the competitive edge in any discussion.<br/><i>____________________________</i><br/><b>PRAISE FOR <i>NEVER SPLIT THE DIFFERENCE</i></b><br/><br/>'My pick for <b>book of the year</b>.' <i>Forbes</i><br/><br/>'<b>W</b><b>ho better to learn [negotiation] from than Chris Voss</b>, whose skills have saved lives and averted disaster?' <i>Daily Mail</i><br/><br/>'<b>Filled with insights </b>that apply to everyday negotiations.' <i>Business Insider</i><br/><br/>'It's rare that a book is <b>so gripping and entertaining </b>while still being <b>actionable and applicable</b>.' <i>Inc.</i><br/><br/>'A business book you <b>won't be able to put down</b>.' <i>Fortune</i></p>]",business-finance-law,9781847941497
649,Till the Cows Come Home (Paperback),"[<p>A funny and heart-warming love letter to childhood, family and growing up,<i>Till</i><i> the Cows Come Home</i> is DJ and TV presenter Sara Cox's wonderfully written, funny coming of age memoir of growing up in 1980s Lancashire.</p>, <p>The youngest of five siblings, Sara grew up on her father's cattle farm surrounded by dogs, cows, horses, fields and lots of 'cack'. The lanky kid sister - half girl, half forehead - a nuisance to the older kids, the farm was her very own dangerous adventure playground, 'a Bolton version of Narnia'.</p>, <p>Her writing conjures up a time of wagon rides and haymaking and agricultural shows, alongside chain smoking pensioners, cabaret nights at the Conservative club and benign parenting. Sara's love of family, of the animals and the people around them shines through on every page. Unforgettable characters are lovingly and expertly drawn bringing to life a time and place.</p>, <p>Sara later divided her childhood days between the beloved farm and the pub she lived above with her mother, these early experiences of freedom and adventure came to be the perfect training ground for later life.</p>, <p>This funny, big-hearted and often moving telling of Sara Cox's semi rural upbringing is not what you'd expect from the original ladette, and one of radio's most enduring and well loved presenters.</p>]",business-finance-law,9781473672703
650,"Bullshit Jobs: The Rise of Pointless Work, and What We Can Do About It (Paperback)","[<p><b>FT Business Book of the Year 2018</b></p>, <p><b>City AM Book of the Year 2018</b></p>, <p>Be honest: if your job didn't exist, would anybody miss it? Have you ever wondered why not? Up to 40% of us secretly believe our jobs probably aren't necessary. In other words: they are bullshit jobs. This book shows why, and what we can do about it.</p>, <p>In the early twentieth century, people prophesied that technology would see us all working fifteen-hour weeks and driving flying cars. Instead, something curious happened. Not only have the flying cars not materialised, but average working hours have increased rather than decreased. And now, across the developed world, three-quarters of all jobs are in services, finance or admin: jobs that don't seem to contribute anything to society. In Bullshit Jobs, David Graeber explores how this phenomenon - one more associated with the Soviet Union, but which capitalism was supposed to eliminate - has happened. In doing so, he looks at how, rather than producing anything, work has become an end in itself; the way such work maintains the current broken system of finance capital; and, finally, how we can get out of it.</p>, <p>This book is for anyone whose heart has sunk at the sight of a whiteboard, who believes 'workshops' should only be for making things, or who just suspects that there might be a better way to run our world.</p>]",business-finance-law,9780141983479
651,Stillness is the Key: An Ancient Strategy for Modern Life (Paperback),[],business-finance-law,9781788162067
652,"Do What You Love, Love What You Do: The Empowering Secrets to Turn Your Passion into Profit (Hardback)","[<p><b>It's time to turn your dreams into reality. You just need a mentor to guide the way.</b><br/><br/>Holly Tucker MBE - co-founder of notonthehighstreet, and creator of Holly &amp; Co - is on a mission to change business forever. Having inspired over 100,000 entrepreneurs and identified the keys to their success, in <i>Do What You Love, Love What You Do</i>, she now wants to help anyone build a business doing what they love, leading to a happier and more fulfilled life.<br/><br/>Demystifying the grey world of business, whether you've yet to take your first steps or find yourself stuck in a business rut, this beautiful and vibrant book will allow your dreams to take flight. Holly looks back at her own story, sharing her biggest lessons and proven advice on creating and growing a business. From side hustle to full-time, from defeating your confidence gremlins to creating an empowered community, Holly reveals both the skills and the mindset any founder needs to help their business thrive.<br/><br/>A book like no other, <i>Do What You Love, Love What You Do</i> also shines a light on the creative community, showcasing the brilliant and unique output of small businesses, inspiring you to join them in their success.<br/><br/><b>There are now over 5 million small businesses in the UK - join the movement with the ultimate small business bible.</b></p>]",business-finance-law,9780753558027
653,How Innovation Works (Paperback),"[<p>Building on his bestseller <a href=""/book/the-rational-optimist/matt-ridley/9780007267125""><em>The Rational Optimist</em></a>, Matt Ridley chronicles the history of innovation, and how we need to change our thinking on the subject.</p>, <p>Innovation is the main event of the modern age, the reason we experience both dramatic improvements in our living standards and unsettling changes in our society. It is innovation that will shape the twenty-first century. Yet innovation remains a mysterious process, poorly understood by policy makers and businessmen alike.</p>, <p>Matt Ridley argues that we need to see innovation as an incremental, bottom-up, fortuitous process that happens as a direct result of the human habit of exchange, rather than an orderly, top-down process developing according to a plan. Innovation is crucially different from invention, because it is the turning of inventions into things of practical and affordable use to people. It speeds up in some sectors and slows down in others. It is always a collective, collaborative phenomenon, involving trial and error, not a matter of lonely genius. It still cannot be modelled properly by economists, but it can easily be discouraged by politicians. Far from there being too much innovation, we may be on the brink of an innovation famine.</p>, <p>Ridley derives these and other lessons from the lively stories of scores of innovations - from steam engines to search engines - how they started and why they succeeded or failed.</p>]",business-finance-law,9780008334840
654,"""Kill The Black One First"": A memoir of hope and justice (Paperback)",[],business-finance-law,9781788702867
655,"Acid For The Children - The autobiography of Flea, the Red Hot Chili Peppers legend (Paperback)","[<p><b>Flea, the iconic bassist and co-founder</b><b>, alongside Anthony Kiedis,</b><b> of the immortal Red Hot Chili Peppers finally tells his fascinating origin story, complete with all the dizzying highs and the gutter lows you'd expect from an LA street rat turned world-famous rock star.</b><br/><br/>Michael Peter Balzary was born in Melbourne, Australia, on October 16, 1962. His more famous stage name, Flea, and his wild ride as the renowned bass player for the Red Hot Chili Peppers was in a far and distant future. Little Michael from Oz moved with his very conservative, very normal family to Westchester, New York, where life as he knew it was soon turned upside down. His parents split up and he and his sister moved into the home of his mother's free-wheeling, jazz musician boyfriend - trading in rules, stability, and barbecues for bohemian values, wildness, and Sunday afternoon jazz parties where booze, weed, and music flowed in equal measure. There began Michael's life-long journey to channel all the frustration, loneliness, love, and joy he felt into incredible rhythm.<br/><br/>When Michael's family moved to Los Angeles in 1972, his home situation was rockier than ever. He sought out a sense of belonging elsewhere, spending most of his days partying, playing basketball, and committing petty crimes. At Fairfax High School, he met another social outcast, Anthony Kiedis, who quickly became his soul brother, the yin to his yang, his partner in mischief. Michael joined some bands, fell in love with performing, and honed his skills. But it wasn't until the night when Anthony, excited after catching a Grandmaster Flash concert, suggested they start their own band that he is handed the magic key to the cosmic kingdom.<br/><br/><i>Acid for the Children</i> is as raw, entertaining and wildly unpredictable as its author. It's both a tenderly evocative coming of age story and a raucous love letter to the power of music and creativity</p>]",business-finance-law,9781472230836
656,TED Talks: The official TED guide to public speaking: Tips and tricks for giving unforgettable speeches and presentations (Paperback),"[<p>In <i>Ted Talks,</i> Chris Anderson, Head of TED, reveals the inside secrets of how to give a first-class presentation. Where books like <i>Talk Like TED </i>and <i>TED Talks Storytelling</i> whetted the appetite, here is the <i>official</i> TED guide to public speaking from the man who put TED talks on the world's stage.</p>, <p>Anderson shares his five key techniques to presentation success: Connection, Narration, Explanation, Persuasion and Revelation (plus the three to avoid). He also answers the most frequently asked questions about giving a talk, from 'What should I wear?' to 'How do I handle my nerves?'.</p>, <p><i>Ted Talks</i> is also full of presentation tips from such TED notable speakers as Sir Ken Robinson, Bill Gates, Mary Roach, Amy Cuddy, Elizabeth Gilbert, Dan Gilbert, Amanda Palmer, Matt Ridley and many more.</p>, <p>This is a lively, fun read with great practical application from the man who knows what goes into a truly memorable speech. In <i>Ted Talks</i> Anderson pulls back the TED curtain for anyone who wants to learn how to prepare an exceptional presentation.</p>]",business-finance-law,9781472228062
657,"The Anxiety Solution: A Quieter Mind, a Calmer You (Paperback)","[<p><em>I know what it's like to be stuck in a cycle of anxiety. I used to feel as though fear and worry were a permanent part of who I was... but I'm here to tell you that it doesn't have to be this way. The truth is, your natural state is one of calmness and confidence - and I'm going to teach you how to get there.'</em><i><br/></i></p>, <p><i>The Anxiety Solution</i> is your guide to being a calmer, happier and more confident you.</p>, <p>This is a book for anyone experiencing anxiety - at home, in school or at work, in social situations or on their own - one that will benefit everyone from worried mums to stressed teens.<br/><br/><i>The Anxiety Solution </i>is a simple and inspiring guide to reducing anxiety from former sufferer and qualified clinical hypnotherapist, Chloe Brotheridge.</p>, <p>Chloe will help you understand why we feel anxious and will equip you with techniques to help manage the symptoms and start living a happier, more confident life. Based on the latest scientific research and her unique programme which has already helped hundreds of clients, <i>The Anxiety Solution </i>will show you how to regain control of your life.</p>, <p>If you want to spend less time worrying - whether it is social media pressure, perfectionism or fear of failure - this book is the solution for you. You'll be surprised how quickly you can be back in control and able to enjoy your life once again.</p>, <p><i>The Anxiety Solution</i> is your roadmap to a calmer, happier and more confident you.</p>]",business-finance-law,9780718187156
658,The Concise Laws of Human Nature (Paperback),[],business-finance-law,9781788161565
659,"Guns, Germs and Steel: 20th Anniversary Edition (Paperback)","[<p>Why has human history unfolded so differently across the globe? In his Pulitzer Prize-winning book, <a href=""/author/jared-diamond/51897"">Jared Diamond</a> puts the case that geography and biogeography, not race, moulded the contrasting fates of Europeans, Asians, Native Americans, sub-Saharan Africans, and aboriginal Australians. An ambitious synthesis of history, biology, ecology and linguistics,<em> Guns, Germs and Steel</em> remains a ground-breaking and humane work of popular science.</p>, <p>This edition includes a new afterword from the author.</p>]",business-finance-law,9780099302780
660,"The Unexpected Joy of Being Sober: Discovering a happy, healthy, wealthy alcohol-free life (Paperback)","[<p>Ever sworn off alcohol for a month and found yourself drinking by the 7th? Think there's 'no point' in just one drink? Welcome! There are millions of us. 64% of Brits want to drink less.</p>, <p>Catherine Gray was stuck in a hellish whirligig of Drink, Make horrible decisions, Hangover, Repeat. She had her fair share of 'drunk tank' jail cells and topless-in-a-hot-tub misadventures.</p>, <p>But this book goes beyond the binges and blackouts to deep-dive into uncharted territory: What happens after you quit drinking? This gripping, heart-breaking and witty book takes us down the rabbit-hole of an alternative reality. A life with zero hangovers, through sober weddings, sex, Christmases and breakups.</p>, <p>In <i>The Unexpected Joy of Being Sober</i>, Catherine Gray shines a light on society's drink-pushing and talks to top neuroscientists and psychologists about why we drink, delving into the science behind what it does to our brains and bodies.</p>, <p>Much more than a tale from the netherworld of addicted drinking, this book is about the escape, and why a sober life can be more intoxicating than you ever imagined. Whether you're a hopelessly devoted drinker, merely sober-curious, or you've already ditched the drink, you will love this book.</p>]",business-finance-law,9781912023387
661,The Golden Thread: How Fabric Changed History (Paperback),"[<p>All textiles begin with a twist. From colourful 30,000-year old threads found on the floor of a Georgian cave to what the linen wrappings of Tutankhamun's mummy actually meant; from the Silk Roads to the woollen sails that helped the Vikings reach America 700 years before Columbus; from the lace ruffs that infuriated the puritans to the Indian calicoes and chintzes that powered the Industrial Revolution, our continuing reinvention of cloth tells fascinating stories of human ingenuity.</p>, <p>When we talk of lives hanging by a thread, being interwoven, or part of the social fabric, we are part of a tradition that stretches back many thousands of years. Fabric has allowed us to achieve extraordinary things and survive in unlikely places, and this book shows you how -- and why.</p>, <p>With a cast that includes Chinese empresses, Richard the Lionheart and Bing Crosby, Kassia St Clair takes us on the run with escaped slaves, climbing the slopes of Everest and moonwalking with astronauts. Running like a bright line through history, <i>The Golden Thread </i>offers an unforgettable adventure through our past, present and future.</p>]",business-finance-law,9781473659056
662,A Little History of Economics - Little Histories (Paperback),[],business-finance-law,9780300234527
663,Good Strategy/Bad Strategy: The difference and why it matters (Paperback),[],business-finance-law,9781781256176
664,Fifty Things that Made the Modern Economy (Paperback),"[<p><b>Based on the series produced for the BBC World Service from the author of <a href=""/book/the-undercover-economist/tim-harford/9780349119854""><em>The Undercover Economist</em></a></b></p>, <p>Who thought up paper money? How did the contraceptive pill change the face of the legal profession? Why was the horse collar as important for human progress as the steam engine? How did the humble spreadsheet turn the world of finance upside-down?</p>, <p>The world economy defies comprehension. A continuously-changing system of immense complexity, it offers over ten billion distinct products and services, doubles in size every fifteen years, and links almost every one of the planet's seven billion people. It delivers astonishing luxury to hundreds of millions. It also leaves hundreds of millions behind, puts tremendous strains on the ecosystem, and has an alarming habit of stalling. Nobody is in charge of it. Indeed, no individual understands more than a fraction of what's going on. <br/>How can we make sense of this bewildering system on which our lives depend?</p>, <p>From the tally-stick to Bitcoin, the canal lock to the jumbo jet, each invention in Tim Harford's fascinating new book has its own curious, surprising and memorable story, a vignette against a grand backdrop.</p>, <p>Step by step, readers will start to understand where we are, how we got here, and where we might be going next.</p>, <p>Hidden connections will be laid bare: how the barcode undermined family corner shops; why the gramophone widened inequality; how barbed wire shaped America. We'll meet the characters who developed some of these inventions, profited from them, or were ruined by them. We'll trace the economic principles that help to explain their transformative effects. And we'll ask what lessons we can learn to make wise use of future inventions, in a world where the pace of innovation will only accelerate.</p>]",business-finance-law,9780349142630
665,The Visual MBA: A Quick Guide to Everything You'll Learn in Two Years of Business School (Paperback),"[<p><b>Learn an entire MBA course without spending thousands and waving goodbye to two years of your life<br/></b><br/>If you want to succeed in business then an MBA programme is the best way to build expertise, knowledge and experience. But an MBA programme at any top school is an enormous investment in time, effort and money. In <i>The Visual MBA</i>, Jason Barron offers a radical solution, explaining all key business school concepts through illustrations. <br/><br/>When Barron started his MBA course, he decided to draw all his notes so that other people could benefit from them. And it's a good thing he did, because  research shows that more than 65% of us are visual learners and that our brains process illustrations 60,000 times faster than text. <br/><br/>From Marketing, Ethics and Accounting to Organisational Behaviour, Finance, Operations and Strategy, <i>The Visual MBA </i>distils the most important principles of an MBA into an accessible, informative and easily-digestible guide.<br/><br/><b>Jason Barron</b> is a product manager and illustrator who helps people realise their creative ideas through visual learning. He spent 516 hours in class and countless hours studying at home completing his MBA. Along the way, rather than taking notes that he would never read again, Jason created sketchnotes for each class and has turned them into an interesting and engaging resource so that you don't have to sit through another class again!</p>]",business-finance-law,9780241386682
666,Burnout Survival Kit: Instant relief from modern work (Hardback),[],business-finance-law,9781526628435
