,Title,Synopsis,Subject,ISBN
2354,"The $100 Startup: Fire Your Boss, Do What You Love and Work Better To Live More (Paperback)","[<p><b>Change your job to change your life.</b><br/><br/> You no longer need to work nine-to-five in a big company to pay the mortgage, send your kids to school and afford that yearly holiday. You can quit the rat race and start up on your own - and you don't need an MBA or a huge investment to do it.<br/><br/> <i>The $100 Startup</i> by Chris Guillebeau is your manual to a new way of living. Learn how to:<br/><br/> - Earn a good living on your own terms, when and where you want<br/><br/> - Achieve that perfect blend of passion and income to make work something you love<br/><br/> - Take crucial insights from 50 ordinary people who started a business with $100 or less<br/><br/> - Spend less time working and more time living your life</p>]",business-finance-law,9781447286318
2355,The Radical Potter: Josiah Wedgwood and the Transformation of Britain (Hardback),"[<p><b>A spectacular new biography of the great designer, entrepreneur, abolitionist and beacon of the Industrial Revolution, from acclaimed historian and Director of the Victoria and Albert Museum, Tristram Hunt<br/></b><br/>Josiah Wedgwood, perhaps the greatest English potter who ever lived, epitomized the best of his age. From his kilns and workshops in Stoke-on-Trent, he revolutionized the production of ceramics in Georgian Britain by marrying technology with design, manufacturing efficiency and retail flair. He transformed the luxury markets not only of London, Liverpool, Bath and Dublin but of America and the world, and helping to usher in a mass consumer society. Tristram Hunt calls him 'the Steve Jobs of the eighteenth century'.<br/><br/>But Wedgwood was radical in his mind and politics as well as in his designs. He campaigned for free trade and religious toleration, read pioneering papers to the Royal Society and was a member of the celebrated Lunar Society of Birmingham. Most significantly, he created the ceramic 'Emancipation Badge', depicting a slave in chains and inscribed 'Am I Not a Man and a Brother?' that became the symbol of the abolitionist movement.<br/><br/>Tristram Hunt's hugely enjoyable new biography, strongly based on Wedgwood's notebooks, letters and the words of his contemporaries, brilliantly captures the energy and originality of Wedgwood and his extraordinary contribution to the transformation of eighteenth-century Britain.</p>]",business-finance-law,9780241287897
2356,Noise: Exclusive Edition (Hardback),"[<p><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/financial-times-and-mckinsey-business-book-of-the-year"">Financial Times and McKinsey Business Book of the Year Award</a> 2021</strong></p>, <p><strong>Exclusive Edition - contains Q&amp;A with the authors<br/></strong></p>, <p><strong>A standard edition is available <a href=""/book/noise/daniel-kahneman/olivier-sibony/9780008308995"">here</a>.</strong></p>, <p>From the multi-million copy bestselling author of <a href=""/book/thinking-fast-and-slow/daniel-kahneman/9780141033570""><em>Thinking Fast and Slow</em></a> Daniel Kahneman, the co-author of the million-copy bestseller <a href=""/book/nudge/richard-h-thaler/cass-r-sunstein/9780141040011""><em>Nudge</em></a> Cass Sunstein, and the eminent professor and writer on strategic thinking Olivier Sibony, a new book about how to make better decisions.</p>, <p>We make thousands of decisions every day, from minute choices we don't even know we're making up to great, agonising deliberations. But when every decision we make is life-changing, the way we reach them matters. And for every decision, there is noise.</p>, <p>This book teaches us how to understand all the extraneous factors that impact and bias our decision-making - and how to combat them and improve our thinking. Filled with new science, fascinating case studies and revealing practical examples, the skills this book teaches can be readily used by private or public institutions, by schools, hospitals, businesses, judges and in our everyday lives.</p>]",business-finance-law,9780008472566
2357,Invention: A Life (Hardback),"[<p>Dyson has become a byword for high performing products, technology, design and invention. Now, James Dyson, the inventor and entrepreneur who made it all happen, tells his remarkable and inspirational story in <em>Invention: A Life</em>.</p>, <p>Famously, over a four-year period, James Dyson made 5127 prototypes of the cyclonic vacuum cleaner that would transform the way houses are cleaned around the world. In devoting all his resources to iteratively developing the technology, he risked it all, but out ofmany failures and setbacks came hard-fought success. His products - including vacuum cleaners, hair dryers and hair stylers, and fans and purifiers - are not only revolutionary technologies, but design classics. This was a legacy of his time studying at the Royal College of Art in the 1960s, when he was inspired by some of the most famous artists, designers and inventors of the era, as well as his engineering heroes such as Frank Whittle and Alec Issigonis.</p>, <p>In Invention: A Life, Dyson reveals how he came to set up his own company and led it to become one of the most inventive technology companies in the world. It is a compelling and dramatic tale, with many obstacles overcome. Dyson has always looked to the future, even setting up his own university to help provide the next generation of engineers and designers. For, as he says, 'everything changes all the time, so experience is of little use'.</p>, <p>Whether you are someone who has an idea for a better product, an aspiring entrepreneur, whether you appreciate great design or a page-turning read, <em>Invention: A Life</em> offers you inspiration, hope and much more.</p>]",business-finance-law,9781471198748
2358,"Bullshit Jobs: The Rise of Pointless Work, and What We Can Do About It (Paperback)","[<p><b>FT Business Book of the Year 2018</b></p>, <p><b>City AM Book of the Year 2018</b></p>, <p>Be honest: if your job didn't exist, would anybody miss it? Have you ever wondered why not? Up to 40% of us secretly believe our jobs probably aren't necessary. In other words: they are bullshit jobs. This book shows why, and what we can do about it.</p>, <p>In the early twentieth century, people prophesied that technology would see us all working fifteen-hour weeks and driving flying cars. Instead, something curious happened. Not only have the flying cars not materialised, but average working hours have increased rather than decreased. And now, across the developed world, three-quarters of all jobs are in services, finance or admin: jobs that don't seem to contribute anything to society. In Bullshit Jobs, David Graeber explores how this phenomenon - one more associated with the Soviet Union, but which capitalism was supposed to eliminate - has happened. In doing so, he looks at how, rather than producing anything, work has become an end in itself; the way such work maintains the current broken system of finance capital; and, finally, how we can get out of it.</p>, <p>This book is for anyone whose heart has sunk at the sight of a whiteboard, who believes 'workshops' should only be for making things, or who just suspects that there might be a better way to run our world.</p>]",business-finance-law,9780141983479
2359,The official DVSA guide to driving: the essential skills (Paperback),[],business-finance-law,9780115537011
2360,The Ten Types of Human: Who We Are and Who We Can Be (Paperback),"[<p>We all have ten types of human in our head. They're the people we become when we face life's most difficult decisions. We want to believe there are things we would always do - or things we never would. But how can we be sure? What are our limits? Do we have limits?</p>, <p><em>The Ten Types of Human</em> is a pioneering examination of human nature. It looks at the best and worst that human beings are capable of, and asks why. It explores the frontiers of the human experience, uncovering the forces that shape our thoughts and actions in extreme situations.</p>, <p>From courtrooms to civil wars, from Columbus to child soldiers, Dexter Dias takes us on a globe-spanning journey in search of answers, touching on the lives of some truly exceptional people.</p>, <p>Combining cutting-edge neuroscience, social psychology and human rights research, <em>The Ten Types of Human</em> is a provocative map to our hidden selves. It provides a new understanding of who we are - and who we can be.</p>]",business-finance-law,9780099592549
2361,Blockchain Revolution: How the Technology Behind Bitcoin and Other Cryptocurrencies is Changing the World (Paperback),"[<p><b>'This book has had an enormous impact' <br/></b>Satya Nadella, CEO, Microsoft<br/><br/><b>'Spectacular. Mind-blowing in its expansiveness and profundity' <br/></b>Steve Wozniak, co-founder of Apple<br/><br/>'<b>Iconic</b>' <br/>Clay Christensen, author of The Innovator's Dilemma<br/><br/><b>Cryptocurrencies are changing the world. They grant everyday people the power to invest, disrupt the world order and contribute towards a better future.<br/></b><br/>Blockchain is the ingeniously simple technology that powers cryptos. It is a public ledger to which everyone has access, but which no single person or institution controls. It allows for companies and individuals to collaborate with an unprecedented degree of trust and transparency. It is cryptographically secure, but fundamentally open. And it is everywhere.<br/><br/>In <i>Blockchain Revolution</i>, Don and Alex Tapscott reveal:<br/><br/>* how this game-changing technology is re-shaping the global economy<br/>* how it is improving everything from healthcare records to online voting<br/>* how people everywhere are using it to side-step institutional barriers and take control of their future<br/><br/>Brilliantly researched and highly accessible, this is the essential text on this major paradigm shift. Read it, or be left behind.</p>]",business-finance-law,9780241237861
2362,"Why Nations Fail: The Origins of Power, Prosperity and Poverty (Paperback)",[],business-finance-law,9781846684302
2363,Broken Greek (Paperback),"[<p><i>'Do you sometimes feel like the music you're hearing is explaining your life to you?'</i></p>, <p>When Pete's parents moved from Cyprus to Birmingham in the 1960s in the hope of a better life, they had no money and only a little bit of English. They opened a fish-and-chip shop in Acocks Green. The Great Western Fish Bar is where Pete learned about coin-operated machines, male banter and Britishness.</p>, <p>Shy and introverted, Pete stopped speaking from age 4 to 7, and found refuge instead in the bittersweet embrace of pop songs, thanks to <i>Top of the Pops </i>and Dial-A-Disc. From Brotherhood of Man to UB40, from ABBA to The Police, music provided the safety net he needed to protect him from the tensions of his home life. It also helped him navigate his way around the challenges surrounding school, friendships and phobias such as visits to the barber, standing near tall buildings and Rod Hull and Emu.</p>, <p>With every passing year, his guilty secret became more horrifying to him: his parents were Greek, but all the things that excited him were British. And the engine of that realisation? 'Sugar Baby Love', 'Don't Go Breaking My Heart', 'Tragedy', 'Silly Games', 'Going Underground', 'Come On Eileen', and every other irresistibly thrilling chart hit blaring out of the chip shop radio.</p>, <p>Never have the trials and tribulations of growing up and the human need for a sense of belonging been so heart-breakingly and humorously depicted.</p>]",business-finance-law,9781529404449
2364,This Is Not Propaganda: Adventures in the War Against Reality (Paperback),[],business-finance-law,9780571338641
2365,Talking to My Daughter: A Brief History of Capitalism (Paperback),"[<p><strong><a href=""https://www.waterstones.com/campaign/books-of-the-month#non-fiction"">Waterstones Non-Fiction Book of the Month</a> for March 2019</strong></p>, <p>'Why is there so much inequality?' Xenia asks her father, the world-famous economist Yanis Varoufakis.</p>, <p>Drawing on memories of her childhood and a variety of well-known tales - from Oedipus and Faust to<em> Frankenstein</em> and <em>The Matrix</em> - Varoufakis explains everything you need to know in order to understand why economics is the most important drama of our times.</p>, <p>In answering his daughter's deceptively simple questions, Varoufakis disentangles our troubling world with remarkable clarity, while inspiring us to make it a better one. </p>]",business-finance-law,9781784705756
2366,Hidden Hand: Exposing How the Chinese Communist Party is Reshaping the World (Paperback),"[<p>The Chinese Communist Party is determined to reshape the world in its image. The party is not interested in democracy. It sees only a bitter ideological struggle with the West, dividing the world into those who can be won over, and enemies. Many political and business elites have already been lured to their corner; others are weighing up a devil's bargain.</p>, <p>Through its enormous economic power and covert influence operations, China is now weakening global institutions, aggressively targeting individual corporations, and threatening freedom of expression from the arts to academia. At the same time, Western security services are increasingly worried about incursions into our communications infrastructure.</p>, <p>In a landmark study combining meticulous research with unique insights, <em>Hidden Hand</em> exposes the Chinese Communist Party's global program of subversion, and the threat it poses to democracy. We have already missed too many warning signs - now it is time to wake up.</p>]",business-finance-law,9780861540280
2367,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need (Hardback),"[<p>In this urgent, authoritative book, Bill Gates sets out a wide-ranging, practical - and <i>accessible </i>- plan for how the world can get to zero greenhouse gas emissions in time to avoid a climate catastrophe.</p>, <p>Bill Gates has spent a decade investigating the causes and effects of climate change. With the help of experts in the fields of physics, chemistry, biology, engineering, political science, and finance, he has focused on what must be done in order to stop the planet's slide toward certain environmental disaster. In this book, he not only explains why we need to work toward net-zero emissions of greenhouse gases, but also details what we need to do to achieve this profoundly important goal.</p>, <p>He gives us a clear-eyed description of the challenges we face. Drawing on his understanding of innovation and what it takes to get new ideas into the market, he describes the areas in which technology is already helping to reduce emissions, where and how the current technology can be made to function more effectively, where breakthrough technologies are needed, and who is working on these essential innovations. Finally, he lays out a concrete, practical plan for achieving the goal of zero emissions-suggesting not only policies that governments should adopt, but what we as individuals can do to keep our government, our employers, and ourselves accountable in this crucial enterprise.</p>, <p>As Bill Gates makes clear, achieving zero emissions will not be simple or easy to do, but if we follow the plan he sets out here, it is a goal firmly within our reach.</p>]",business-finance-law,9780241448304
2368,23 Things They Don't Tell You About Capitalism (Paperback),"[<p><b>Ha-Joon Chang's <i>23 Things They Don't Tell You About Capitalism </i>turns received economic wisdom on its head to show you how the world <i>really </i>works. </b><br/><br/>  In this revelatory book, Ha-Joon Chang destroys the biggest myths of our times and shows us an alternative view of the world, including: <br/><br/>There's no such thing as a 'free' market<br/>Globalization isn't making the world richer<br/>We don't live in a digital world - the washing machine has changed lives more than the internet<br/>Poor countries are more entrepreneurial than rich ones<br/>Higher paid managers don't produce better results<br/><br/>  We don't have to accept things as they are any longer. Ha-Joon Chang is here to show us there's a better way. <br/><br/>  'Lively, accessible and provocative ... read this book' - <i>Sunday Times</i><br/><br/>  'A witty and timely debunking of some of the biggest myths surrounding the global economy' - <i>Observer</i><br/><br/>  'The new kid on the economics block ... Chang's iconoclastic attitude has won him fans' - <i>Independent on Sunday</i><br/><br/>  'Lucid ... audacious ... increasingly influential ... will provoke physical symptoms of revulsion if you are in any way involved in high finance' - <i>Guardian</i><br/><br/>  'Important ... persuasive ... an engaging case for a more caring era of globalization' - <i>Financial Times</i><br/><br/>  'A must-read ... incisive and entertaining' - <i>New Statesman </i>Books of the Year<br/><br/><b>Ha-Joon Chang </b>is a Reader in the Political Economy of Development at the University of Cambridge. He is author of <i>Kicking Away the Ladder: Development Strategy in Historical Perspective</i>, which won the 2003 Gunnar Myrdal Prize, and <i>Bad Samaritans: Rich Nations, Poor Policies and the Threat to the Developing World</i>. Since the beginning of the 2008 economic crisis, he has been a regular contributor to the <i>Guardian</i>, and a vocal critic of the failures of our economic system.</p>]",business-finance-law,9780141047973
2369,"The System: Who Owns the Internet, and How It Owns Us (Paperback)","[<p>The internet is a network of physical cables and connections, a web of wires enmeshing the world, linking huge data centres to one another and eventually to us. All are owned by someone, financed by someone, regulated by someone. We refer to the internet as abstract from reality. By doing so, we obscure where the real power lies.</p>, <p>In this powerful and necessary book, James Ball sets out on a global journey into the inner workings of the system. From the computer scientists to the cable guys, the billionaire investors to the ad men, the intelligence agencies to the regulators, these are the real-life figures powering the internet and pulling the strings of our society. Ball brilliantly shows how an invention once hailed as a democratising force has concentrated power in places it already existed - that the system, in other words, remains the same as it did before.</p>]",business-finance-law,9781526607232
2370,The Hungover Games (Paperback),"[<p><b>'Deftly explores expectations of modern womanhood . . . Full of adventure and awe' Dolly Alderton</b><br/><b><br/><i>People always said I'd find love where I least expected it. I always said they were idiots.</i></b><br/><b><br/>I had no idea how to commit to another human being.</b><br/><br/>I could barely commit to reading a magazine, and I wrote for magazines for a living. My specialist subject was celebrities, and my own relationships made their marriages look eternal. <br/><br/>I'd never paid a household bill that didn't mention bailiffs, and my idea of exercise was to go and stand outside a famous person's house and stare until I'd convinced myself that I lived in it.<br/><br/> But my life in LA was happy; free of care and consequence. That was, until I came down to earth - with a bump.<br/><br/> So this is the story of how I staggered from partying in Hollywood to bringing up a baby in Piss Alley, Dalston; how I never did find a copy of <i>What To Expect When You Weren't Even Fucking Expecting To Be Expecting</i>, and why paternity testing is not a good topic for a first-date conversation.<br/><br/><b>**AN <i>EVENING STANDARD </i>AND <i>COSMOPOLITAN</i> BEST BOOK OF 2020** </b><br/><b>**AN <i>OBSERVER</i> NON-FICTION BOOK TO LOOK OUT FOR IN 2020**</b><br/><b>___________________</b><br/><br/><b>Praise for <i>THE HUNGOVER GAMES</i>:</b><br/>'Funny, dark and true' Caitlin Moran<br/><b>'A deeper, funnier, realer, more poignant Bridget Jones' </b><b>Philippa Perry </b><br/>'Sharply observed and funny' <i>Guardian</i><br/><b>'Frank and fearless' <i>Red</i></b><br/>'Outrageously entertaining' David Nicholls<br/><b>'This is the first time I've read anything about motherhood that didn't bore me' Sara Pascoe</b></p>]",business-finance-law,9781784707644
2371,In Black and White: A Young Barrister's Story of Race and Class in a Broken Justice System (Paperback),"[<p>Alexandra Wilson was a teenager when her dear family friend Ayo was stabbed on his way home from football. Ayo's death changed Alexandra. She felt compelled to enter the legal profession in search of answers.</p>, <p>As a junior criminal and family law barrister, Alexandra finds herself navigating a world and a set of rules designed by a privileged few. A world in which fellow barristers sigh with relief when a racist judge retires: 'I've got a black kid today and he would have had no hope'.</p>, <p>In her debut book, <i>In Black and White, </i>Alexandra re-creates the tense courtroom scenes, the heart-breaking meetings with teenage clients, and the moments of frustration and triumph that make up a young barrister's life.</p>, <p>Alexandra shows us how it feels to defend someone who hates the colour of your skin, or someone you suspect is guilty. We see what it is like for children coerced into county line drug deals and the damage that can be caused when we criminalise teenagers.</p>, <p>Alexandra's account of what she has witnessed as a young mixed-race barrister is in equal parts shocking, compelling, confounding and powerful.</p>]",business-finance-law,9781913068318
2372,Twelve and a Half: Leveraging the Emotional Ingredients Necessary for Business Success (Hardback),"[<p>In his sixth business book, bestselling author, entrepreneur, and investor Gary Vaynerchuk explores the twelve essential emotional skills that are integral to his life - and business - success and provides today's (and tomorrow's) leaders with critical tools to acquire and develop these traits.</p>, <p>For decades, leaders have relied on 'hard' skills to make smart decisions, while dismissing the importance of emotional intelligence. Soft skills like self-awareness and curiosity aren't quantifiable; they can't be measured on a spreadsheet and aren't taught in B-schools or emphasized in institutions. We've been taught that emotional intelligence is a 'nice to have' in business, not a requirement. But soft skills can actually accelerate business success, Gary Vaynerchuk argues. For analytical minds, it's challenging to understand how to get 'better' at being self-aware, curious, or empathetic - or even why it's important to try.</p>, <p>In this wise and practical book, Gary explores the 12 human ingredients that have led to his success and happiness and provides exercises to help you develop these traits yourself. He also shares what the 'half' is - that emotional ingredient of leadership he's weakest at and makes the most effort to improve. Working through the ideas and exercises in the book, he teaches you how to discover your own 'halves' and offers insight on how to strengthen them.</p>, <p>Gary's secret to success is using these twelve traits in varying mixtures, depending on the situation. But how do we know when to balance patience with ambition? Humility with conviction? Gary provides real-life examples involving common business scenarios to show you how to use them together for optimum results.</p>, <p>This iconoclastic book will help you refine your ingredients and improve your leadership capabilities. When implemented in the proper situation, these ingredients can help leaders land promotions, retain core employees, move faster than competitors, win the loyalty of customers, and build successful organizations that last.</p>]",business-finance-law,9780062674685
2373,Heroic Animals: Amazing Creatures that Changed Our World (Paperback),"[<p><b>THERE IS NO SUCH THING AS AN ORDINARY ANIMAL. EVERY ONE HAS A HEROIC STORY TO TELL.</b><br/><br/> <b>Discover how . . .</b><br/><br/> <b>Able Seacat Simon rescued the crew of </b><b><i>HMS Amethyst</i></b><br/><br/> <b>Bobby the Wonder Dog crossed a continent to find his family</b><br/><br/> <b>Galipolli Murphy carried 250 wounded soldiers to safety</b><br/><br/> <b>Pickles tracked down the stolen World Cup</b><br/><br/> <b>And the Tamworth Two managed to save their bacon</b><br/><br/><br/>Clare Balding's stories of daring, courageous, remarkable creatures who changed our world for the better: from the dog that inspired Lassie to the bear that fought the Nazis.</p>]",business-finance-law,9781529343847
2374,The Organized Mind: Thinking Straight in the Age of Information Overload (Paperback),"[<p><b>In<i> The Organized Mind</i>, <i>New York Times</i> and <i>Sunday Times</i> bestselling a</b><b>uthor and neuroscientist Daniel Levitin offers solutions for the problems of information overload.</b><br/><b>___________________________________________________</b><br/> <b>Overwhelmed by demands on your time? Baffled by the sheer volume of data?</b><br/>You're not alone. Even the smartest mind can't beat the organized mind - when we're unable to make sense of it all, our creativity plummets, our decision making suffers and we grow absent-minded. Nowadays, we drown under emails, forever juggle six tasks at once and try to make complex decisions ever more quickly. This is information overload.<br/><br/> Using a combination of academic research and examples from daily life, Daniel Levitin explains how to take back control of your life, from healthcare to online dating to raising kids, showing that the secret to success is always organization. You'll discover life-changing facts about:<br/><br/> - How to make the most of your brain's daily processing limit<br/> - Why pressing Send or clicking Like are addictive<br/> - Why daydreaming is your brain at its most productive <br/> - What the most successful people keep in their drawer<br/> - Why multitasking is a bad way to do nearly everything<br/><br/> In a world where information is power, <i>The Organized Mind </i>holds the key to harnessing that information and making it work for you.</p>]",business-finance-law,9780241965788
2375,How Democracies Die: What History Reveals About Our Future (Paperback),"[<p>How does a democracy die?</p>, <p>What can we do to save our own?</p>, <p>What lessons does history teach us?</p>, <p>In the 21st century democracy is threatened like never before. Drawing insightful lessons from across history - from Pinochet's murderous Chilean regime to Erdogan's quiet dismantling in Turkey - Levitsky and Ziblatt explain why democracies fail, how leaders like Trump subvert them today and what each of us can do to protect our democratic rights.</p>]",business-finance-law,9780241381359
2376,Noise (Hardback),"[<p>From the multi-million copy bestselling author of <a href=""/book/thinking-fast-and-slow/daniel-kahneman/9780141033570""><em>Thinking Fast and Slow</em></a> Daniel Kahneman, the co-author of the million-copy bestseller <a href=""/book/nudge/richard-h-thaler/cass-r-sunstein/9780141040011""><em>Nudge</em></a> Cass Sunstein, and the eminent professor and writer on strategic thinking Olivier Sibony, a new book about how to make better decisions.</p>, <p>We make thousands of decisions every day, from minute choices we don't even know we're making up to great, agonising deliberations. But when every decision we make is life-changing, the way we reach them matters. And for every decision, there is noise.</p>, <p>This book teaches us how to understand all the extraneous factors that impact and bias our decision-making - and how to combat them and improve our thinking. Filled with new science, fascinating case studies and revealing practical examples, the skills this book teaches can be readily used by private or public institutions, by schools, hospitals, businesses, judges and in our everyday lives.</p>]",business-finance-law,9780008308995
2377,The Visual MBA: A Quick Guide to Everything You'll Learn in Two Years of Business School (Paperback),"[<p><b>Learn an entire MBA course without spending thousands and waving goodbye to two years of your life<br/></b><br/>If you want to succeed in business then an MBA programme is the best way to build expertise, knowledge and experience. But an MBA programme at any top school is an enormous investment in time, effort and money. In <i>The Visual MBA</i>, Jason Barron offers a radical solution, explaining all key business school concepts through illustrations. <br/><br/>When Barron started his MBA course, he decided to draw all his notes so that other people could benefit from them. And it's a good thing he did, because  research shows that more than 65% of us are visual learners and that our brains process illustrations 60,000 times faster than text. <br/><br/>From Marketing, Ethics and Accounting to Organisational Behaviour, Finance, Operations and Strategy, <i>The Visual MBA </i>distils the most important principles of an MBA into an accessible, informative and easily-digestible guide.<br/><br/><b>Jason Barron</b> is a product manager and illustrator who helps people realise their creative ideas through visual learning. He spent 516 hours in class and countless hours studying at home completing his MBA. Along the way, rather than taking notes that he would never read again, Jason created sketchnotes for each class and has turned them into an interesting and engaging resource so that you don't have to sit through another class again!</p>]",business-finance-law,9780241386682
2378,"The Anxiety Solution: A Quieter Mind, a Calmer You (Paperback)","[<p><em>I know what it's like to be stuck in a cycle of anxiety. I used to feel as though fear and worry were a permanent part of who I was... but I'm here to tell you that it doesn't have to be this way. The truth is, your natural state is one of calmness and confidence - and I'm going to teach you how to get there.'</em><i><br/></i></p>, <p><i>The Anxiety Solution</i> is your guide to being a calmer, happier and more confident you.</p>, <p>This is a book for anyone experiencing anxiety - at home, in school or at work, in social situations or on their own - one that will benefit everyone from worried mums to stressed teens.<br/><br/><i>The Anxiety Solution </i>is a simple and inspiring guide to reducing anxiety from former sufferer and qualified clinical hypnotherapist, Chloe Brotheridge.</p>, <p>Chloe will help you understand why we feel anxious and will equip you with techniques to help manage the symptoms and start living a happier, more confident life. Based on the latest scientific research and her unique programme which has already helped hundreds of clients, <i>The Anxiety Solution </i>will show you how to regain control of your life.</p>, <p>If you want to spend less time worrying - whether it is social media pressure, perfectionism or fear of failure - this book is the solution for you. You'll be surprised how quickly you can be back in control and able to enjoy your life once again.</p>, <p><i>The Anxiety Solution</i> is your roadmap to a calmer, happier and more confident you.</p>]",business-finance-law,9780718187156
2379,The Deficit Myth: Modern Monetary Theory and How to Build a Better Economy (Paperback),"[<p>Supporting the economy, paying for healthcare, creating new jobs, preventing a climate apocalypse: how can we pay for it all?</p>, <p>Leading economic thinker Stephanie Kelton, shows how misguided that question is, and how a radical new approach can maximise our potential as a society.</p>, <p>Everything that we've been led to believe about deficits and the role of money and government spending is wrong. Rather than asking the self-defeating question of how to pay for the crucial improvements our society needs, Kelton guides us to ask: which deficits actually matter?</p>]",business-finance-law,9781529352566
2380,The Art of Statistics: Learning from Data - Pelican Books (Paperback),"[<p>Statistics has played a leading role in our scientific understanding of the world for centuries, yet we are all familiar with the way statistical claims can be sensationalised, particularly in the media. In the age of big data, as data science becomes established as a discipline, a basic grasp of statistical literacy is more important than ever.</p>, <p>In <i>The Art of Statistics</i>, David Spiegelhalter guides the reader through the essential principles we need in order to derive knowledge from data. Drawing on real world problems to introduce conceptual issues, he shows us how statistics can help us determine the luckiest passenger on the Titanic, whether serial killer Harold Shipman could have been caught earlier, and if screening for ovarian cancer is beneficial.</p>, <p>How many trees are there on the planet? Do busier hospitals have higher survival rates? Why do old men have big ears? Spiegelhalter reveals the answers to these and many other questions - questions that can only be addressed using statistical science.</p>]",business-finance-law,9780241258767
2381,Court Number One: The Trials and Scandals that Shocked Modern Britain (Paperback),"[<p>Court Number One of the Old Bailey is the most famous court room in the world, and the venue of some of the most sensational human dramas ever to be played out in a criminal trial. Itwitnessed the trials of the most famous and infamous defendants of the twentieth century. It was here that the likes of Madame Fahmy, Lord Haw Haw, John Christie, Ruth Ellis, George Blake (and his unlikely jailbreakers, Michael Randle and Pat Pottle), Jeremy Thorpe and Ian Huntley were defined in history, alongside a wide assortment of other traitors, lovers, politicians, psychopaths, spies, con men and - of course - the innocent.</p>, <p>Not only notorious for its murder trials, Court Number One recorded the changing face of modern British society, bearing witness to alternate attitudes to homosexuality, the death penalty, freedom of expression, insanity and the psychology of violence. From the <i>Sunday Times</i> bestselling author of <a href=""/book/jeremy-hutchinsons-case-histories/thomas-grant/9781444799750""><i>Jeremy Hutchinson's Case Histories</i></a>, <i>Court Number One</i> is a mesmerising window onto the thrills, fears and foibles of the modern age.</p>]",business-finance-law,9781473651630
2382,Billion Dollar Whale: the bestselling investigation into the financial fraud of the century (Paperback),"[<p><b>A BOOK OF THE YEAR FOR THE <i>FINANCIAL TIMES</i> AND <i>FORTUNE</i> MAGAZINE.</b></p>, <p><b><b>The epic story of how a young social climber from Malaysia pulled off one of the biggest financial heists in history.</b></b></p>, <p><b>In 2015, rumours began circulating that billions of dollars had been stolen from a Malaysian investment fund. The mastermind of the heist was twenty-seven-year-old Jho Low, a serial fabulist from an upper-middle-class Malaysian family, who had carefully built his reputation as a member of the jet-setting elite by arranging and financing elaborate parties for Wall Street bankers, celebrities, and even royalty.</b></p>, <p><b>With the aid of Goldman Sachs and others, Low stole billions of dollars, right under the nose of global financial industry watchdogs. He used the money to finance elections, purchase luxury real estate, throw champagne-drenched parties, and bankroll Hollywood films like <i>The Wolf of Wall Street</i>. </b></p>, <p><b><i>Billion Dollar Whale</i> reveals how this silver-tongued con man, a 'modern Gatsby', emerged from obscurity to pull off one of the most audacious financial heists the world has ever seen, and how the financial industry let him. It is a classic harrowing parable of hubris and greed in the financial world.</b></p>]",business-finance-law,9781912854547
2383,Empire of Pain: The Secret History of the Sackler Dynasty (Hardback),"[<p><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/financial-times-and-mckinsey-business-book-of-the-year"">Financial Times and McKinsey Business Book of the Year Award</a> 2021</strong></p>, <p>The gripping and shocking story of three generations of the Sackler family and their roles in the stories of Valium and Oxycontin, by the prize-winning, bestselling author of <i><a href=""/book/say-nothing/patrick-radden-keefe/9780008159269"">Say Nothing</a>.</i></p>, <p>The Sackler name adorns the walls of many storied institutions - Harvard; the Metropolitan Museum of Art; Oxford; the Louvre. They are one of the richest families in the world, known for their lavish donations in the arts and the sciences. The source of the family fortune was vague, however, until it emerged that the Sacklers were responsible for making and marketing Oxycontin, a blockbuster painkiller that was a catalyst for the opioid crisis-an international epidemic of drug addiction which has killed nearly half a million people.</p>, <p>In this masterpiece of narrative reporting and writing, Patrick Radden Keefe exhaustively documents the jaw-dropping and ferociously compelling reality. <i>Empire of Pain</i> is the story of a dynasty: a parable of 21st century greed.</p>]",business-finance-law,9781529062489
2384,Confessions of a Bookseller (Paperback),"[<p><em>""Do you have a list of your books, or do I just have to stare at them?""</em></p>, <p>Shaun Bythell is the owner of The Bookshop in Wigtown, Scotland. With more than a mile of shelving, real log fires in the shop and the sea lapping nearby, the shop should be an idyll for bookworms.</p>, <p>Unfortunately, Shaun also has to contend with bizarre requests from people who don't understand what a shop is, home invasions during the Wigtown Book Festival and Granny, his neurotic Italian assistant who likes digging for river mud to make poultices.</p>]",business-finance-law,9781788162319
2385,In Your Defence: True Stories of Life and Law (Paperback),"[<p> Sarah Langford is a barrister. Her job is to stand in court representing the mad and the bad, the vulnerable, the heartbroken and the hopeful. She must become their voice: weave their story around the black and white of the law and tell it to the courtroom. </p>, <p>These stories may not make headlines but they will change the lives of ordinary people in extraordinary ways. They are stories which, but for a twist of luck, might have been yours. With remarkable candour, Sarah describes eleven cases which reveal what goes on in our criminal and family courts: these are tales of domestic fall out, everyday burglary, sexual indiscretion, and children caught up in the law. They are sometimes shocking and they are often heart-stopping. </p>, <p>She examines how she feels as she defends the person standing in the dock. She also shows us how our attitudes and actions can shape not only the outcome of a case, but the legal system itself.</p>]",business-finance-law,9781784163082
